0,1
4.928511,0.7659266
5.255305,1.1942937
6.6660995,0.2001855
7.2217693,1.1897007
4.4544597,2.044477
6.0246243,-0.122658886
4.4566135,-0.79467154
6.557094,2.0667245
5.2328105,2.6110013
5.3512754,-0.84325397
4.599999,1.2835954
6.2092586,0.64912707
3.8922637,1.1546477
4.9611726,-0.012260428
5.7113185,1.0178219
6.576777,1.4698063
5.7940784,1.7099419
5.450099,0.3728372
-15.210612,-3.6678355
6.389771,1.247597
5.608262,-0.50573283
5.6928096,2.0255375
3.941384,0.036938235
4.8826303,-0.21357796
4.3943415,0.2996914
5.1359854,1.8959111
-15.824823,-3.9856708
-17.231417,-5.030249
-15.235436,-4.579168
-15.592562,-4.993015
-16.295094,-4.0561833
-16.269342,-4.8396335
-16.243467,-5.508477
-17.025928,-4.455001
-16.506153,-4.3714166
-16.234509,-2.9520526
-16.678968,-2.6716611
-17.10561,-2.8733082
-17.102188,-3.2592201
-17.858343,-3.8505163
-17.379126,-4.5507255
-15.666958,-4.465195
-16.27448,-3.6515052
-17.020138,-5.666089
-17.813969,-3.0968702
-17.94716,-2.6108205
-17.267355,-3.5521998
-16.726336,-5.29629
